'259','Canon','Canon EOS-1D X','FullFrame',\N,\N
'260','Canon','Canon EOS 5D','FullFrame',\N,\N
'261','Canon','Canon EOS 5D Mark II','FullFrame',\N,\N
'262','Canon','Canon EOS 5D Mark III','FullFrame','Canon EOS 5D Mark III','<a target="_blank" href="http://www.amazon.com/gp/product/B007FGYZFI/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B007FGYZFI&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B007FGYZFI&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B007FGYZFI" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'317','Canon','Canon PowerShot S120','Compact','Canon PowerShot S120','<a target="_blank" href="http://www.amazon.com/gp/product/B00EFILNV8/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B00EFILNV8&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B00EFILNV8&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B00EFILNV8" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'318','Canon','Canon DIGITAL IXUS 95 IS','Compact',\N,\N
'319','Canon','Canon IXUS 115 HS','Compact',\N,\N
'320','Canon','Canon DIGITAL IXUS 800 IS','Compact',\N,\N
'321','Canon','Canon PowerShot SD770 IS','Compact',\N,\N
'322','Canon','Canon PowerShot SD940 IS','Compact',\N,\N
'323','Canon','Canon PowerShot SX30 IS','Compact',\N,\N
'324','Canon','Canon PowerShot SX230 HS','Compact',\N,\N
'325','Canon','Canon PowerShot SD800 IS','Compact',\N,\N
'326','Canon','Canon PowerShot SD880 IS','Compact',\N,\N
'327','Canon','Canon PowerShot SX50 HS','Compact',\N,\N
'328','Canon','Canon PowerShot SX150 IS','Compact',\N,\N
'329','Canon','Canon PowerShot SX40 HS','Compact',\N,\N
'330','Canon','Canon PowerShot SX200 IS','Compact',\N,\N
'331','Canon','Canon PowerShot A720 IS','Compact',\N,\N
'332','Canon','Canon PowerShot SX500 IS','Compact',\N,\N
'333','Canon','Canon PowerShot SX260 HS','Compact',\N,\N
'334','Canon','Canon PowerShot S2 IS','Compact',\N,\N
'335','Canon','Canon PowerShot A650 IS','Compact',\N,\N
'336','Canon','Canon PowerShot A490','Compact',\N,\N
'337','Canon','Canon PowerShot A1200','Compact',\N,\N
'338','Canon','Canon PowerShot A2000 IS','Compact',\N,\N
'339','Canon','Canon PowerShot SX240 HS','Compact',\N,\N
'340','Canon','Canon PowerShot A570 IS','Compact',\N,\N
'341','Canon','Canon IXUS 500 HS','Compact',\N,\N
'342','Canon','Canon PowerShot SD550','Compact',\N,\N
'343','Canon','Canon PowerShot A550','Compact',\N,\N
'344','Nikon','NIKON D800','FullFrame','Nikon D800','<a target="_blank" href="http://www.amazon.com/gp/product/B0076AYNXM/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B0076AYNXM&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B0076AYNXM&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B0076AYNXM" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'345','Nikon','NIKON D800E','FullFrame','Nikon D800E','<a target="_blank" href="http://www.amazon.com/gp/product/B005OL2ID2/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B005OL2ID2&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B005OL2ID2&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B005OL2ID2" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'346','Nikon','NIKON D700','FullFrame',\N,\N
'347','Nikon','NIKON D600','FullFrame','Nikon D600','<a target="_blank" href="http://www.amazon.com/gp/product/B0099XGZXA/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B0099XGZXA&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B0099XGZXA&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B0099XGZXA" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'348','Nikon','NIKON D4','FullFrame',\N,\N
'349','Nikon','NIKON D3','FullFrame',\N,\N
'350','Nikon','NIKON D3S','FullFrame',\N,\N
'351','Nikon','NIKON D3X','FullFrame',\N,\N
'352','Nikon','NIKON D2','APSC',\N,\N
'353','Nikon','NIKON D2H','APSC',\N,\N
'354','Nikon','NIKON D2HS','APSC',\N,\N
'355','Nikon','NIKON D2X','APSC',\N,\N
'356','Nikon','NIKON D2XS','APSC',\N,\N
'357','Nikon','NIKON D1','APSC',\N,\N
'358','Nikon','NIKON D1X','APSC',\N,\N
'359','Nikon','NIKON D1H','APSC',\N,\N
'360','Nikon','NIKON D3000','APSC','Nikon D3000','<a target="_blank" href="http://www.amazon.com/gp/product/B002JCSV5I/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B002JCSV5I&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B002JCSV5I&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B002JCSV5I" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'361','Nikon','NIKON D3100','APSC','Nikon D3100','<a target="_blank" href="http://www.amazon.com/gp/product/B003ZYF3LO/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B003ZYF3LO&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B003ZYF3LO&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B003ZYF3LO" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
